ParticipantIdentifier,datetime,trial_date,time,visits_gym_elapsedTime,visits_gym_startTime,visits_gym_distance,visits_home_elapsedTime,visits_home_startTime,visits_home_distance,visits_school_startTime,visits_school_elapsedTime,visits_school_distance,visits_unknown_startTime,visits_unknown_elapsedTime,visits_unknown_distance,visits_work_startTime,visits_work_elapsedTime,visits_work_distance
5e509967-0d3b-4fe1-a275-231ba42473d5,2022-10-13 11:08:42-04:00,2022-10-13,00:00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2022-10-12 09:15:00-04:00,900.0,2975.913450993732,NaN,NaN,NaN
5e509967-0d3b-4fe1-a275-231ba42473d5,2022-10-12 12:34:11-04:00,2022-10-12,00:00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2022-10-12 07:30:00-04:00,6300.0,3612.392151518084,NaN,NaN,NaN
5e509967-0d3b-4fe1-a275-231ba42473d5,2022-10-13 11:08:42-04:00,2022-10-13,00:00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2022-10-12 09:15:00-04:00,900.0,2975.913450993732,NaN,NaN,NaN
5e509967-0d3b-4fe1-a275-231ba42473d5,2022-10-13 11:08:41-04:00,2022-10-13,00:00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2022-10-12 09:15:00-04:00,900.0,2975.913450993732,NaN,NaN,NaN
5e509967-0d3b-4fe1-a275-231ba42473d5,2022-10-12 12:34:11-04:00,2022-10-12,00:00:00,NaN,NaN,NaN,79200.0,2022-10-10 09:00:00-04:00,0,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN
5e509967-0d3b-4fe1-a275-231ba42473d5,2022-10-12 12:34:11-04:00,2022-10-12,00:00:00,NaN,NaN,NaN,77400.0,2022-10-11 09:45:00-04:00,0,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN
5e509967-0d3b-4fe1-a275-231ba42473d5,2022-10-12 12:34:11-04:00,2022-10-12,00:00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2022-10-10 07:15:00-04:00,5400.0,3612.392151518084,NaN,NaN,NaN
5e509967-0d3b-4fe1-a275-231ba42473d5,2022-10-12 12:34:11-04:00,2022-10-12,00:00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2022-10-11 07:15:00-04:00,8100.0,3612.392151518084,NaN,NaN,NaN
5e509967-0d3b-4fe1-a275-231ba42473d5,2022-10-12 12:34:11-04:00,2022-10-12,00:00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2022-10-12 07:30:00-04:00,6300.0,3612.392151518084,NaN,NaN,NaN
5e509967-0d3b-4fe1-a275-231ba42473d5,2022-10-13 11:08:41-04:00,2022-10-13,00:00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2022-10-12 09:15:00-04:00,900.0,2975.913450993732,NaN,NaN,NaN
6b827de8-fe47-4007-aad3-202655b954e3,2022-10-12 21:38:28-04:00,2022-10-12,00:00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2022-10-11 15:15:00-04:00,9900.0,565090.6394456042,NaN,NaN,NaN
6b827de8-fe47-4007-aad3-202655b954e3,2022-10-12 21:38:28-04:00,2022-10-12,00:00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2022-10-10 19:00:00-04:00,2700.0,563700.7159023801,NaN,NaN,NaN
6b827de8-fe47-4007-aad3-202655b954e3,2022-10-12 21:38:28-04:00,2022-10-12,00:00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2022-10-11 11:00:00-04:00,2700.0,553934.5974061184,NaN,NaN,NaN
6b827de8-fe47-4007-aad3-202655b954e3,2022-10-12 21:38:28-04:00,2022-10-12,00:00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2022-10-11 12:15:00-04:00,4500.0,553839.3287808739,NaN,NaN,NaN
6b827de8-fe47-4007-aad3-202655b954e3,2022-10-12 21:38:28-04:00,2022-10-12,00:00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2022-10-11 13:45:00-04:00,1800.0,554191.0950412931,NaN,NaN,NaN
6b827de8-fe47-4007-aad3-202655b954e3,2022-10-12 21:38:28-04:00,2022-10-12,00:00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2022-10-11 19:30:00-04:00,0.0,563232.9404921754,NaN,NaN,NaN
6b827de8-fe47-4007-aad3-202655b954e3,2022-10-12 21:38:28-04:00,2022-10-12,00:00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2022-10-11 10:15:00-04:00,0.0,564942.0944509252,NaN,NaN,NaN
6b827de8-fe47-4007-aad3-202655b954e3,2022-10-12 21:38:28-04:00,2022-10-12,00:00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2022-10-11 14:45:00-04:00,1800.0,564942.0944509252,NaN,NaN,NaN
6b827de8-fe47-4007-aad3-202655b954e3,2022-10-12 21:38:28-04:00,2022-10-12,00:00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2022-10-10 18:30:00-04:00,900.0,563058.9495998027,NaN,NaN,NaN
6b827de8-fe47-4007-aad3-202655b954e3,2022-10-12 21:38:28-04:00,2022-10-12,00:00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2022-10-11 18:15:00-04:00,4500.0,563058.9495998027,NaN,NaN,NaN
6b827de8-fe47-4007-aad3-202655b954e3,2022-10-13 12:27:53-04:00,2022-10-13,00:00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2022-10-12 08:45:00-04:00,8100.0,574853.6942809069,NaN,NaN,NaN
6b827de8-fe47-4007-aad3-202655b954e3,2022-10-13 12:27:53-04:00,2022-10-13,00:00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2022-10-12 12:30:00-04:00,1800.0,27313.81115287737,NaN,NaN,NaN
6b827de8-fe47-4007-aad3-202655b954e3,2022-10-13 12:27:53-04:00,2022-10-13,00:00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2022-10-11 19:45:00-04:00,45000.0,565090.6218531032,NaN,NaN,NaN
6b827de8-fe47-4007-aad3-202655b954e3,2022-10-12 21:38:28-04:00,2022-10-12,00:00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2022-10-09 19:30:00-04:00,81900.0,565090.6394456042,NaN,NaN,NaN
6b827de8-fe47-4007-aad3-202655b954e3,2022-10-12 21:38:28-04:00,2022-10-12,00:00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2022-10-10 19:45:00-04:00,900.0,565090.6394456042,NaN,NaN,NaN
6b827de8-fe47-4007-aad3-202655b954e3,2022-10-12 21:38:28-04:00,2022-10-12,00:00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2022-10-10 20:15:00-04:00,49500.0,565090.6394456042,NaN,NaN,NaN
6b827de8-fe47-4007-aad3-202655b954e3,2022-10-12 21:38:28-04:00,2022-10-12,00:00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2022-10-11 15:15:00-04:00,9900.0,565090.6394456042,NaN,NaN,NaN
6b827de8-fe47-4007-aad3-202655b954e3,2022-10-12 21:38:28-04:00,2022-10-12,00:00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2022-10-10 19:00:00-04:00,2700.0,563700.7159023801,NaN,NaN,NaN
6b827de8-fe47-4007-aad3-202655b954e3,2022-10-12 21:38:28-04:00,2022-10-12,00:00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2022-10-11 11:00:00-04:00,2700.0,553934.5974061184,NaN,NaN,NaN
6b827de8-fe47-4007-aad3-202655b954e3,2022-10-12 21:38:28-04:00,2022-10-12,00:00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2022-10-11 12:15:00-04:00,4500.0,553839.3287808739,NaN,NaN,NaN
6b827de8-fe47-4007-aad3-202655b954e3,2022-10-12 21:38:28-04:00,2022-10-12,00:00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2022-10-11 13:45:00-04:00,1800.0,554191.0950412931,NaN,NaN,NaN
6b827de8-fe47-4007-aad3-202655b954e3,2022-10-12 21:38:28-04:00,2022-10-12,00:00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2022-10-11 19:30:00-04:00,0.0,563232.9404921754,NaN,NaN,NaN
6b827de8-fe47-4007-aad3-202655b954e3,2022-10-12 21:38:28-04:00,2022-10-12,00:00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2022-10-11 10:15:00-04:00,0.0,564942.0944509252,NaN,NaN,NaN
6b827de8-fe47-4007-aad3-202655b954e3,2022-10-12 21:38:28-04:00,2022-10-12,00:00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2022-10-11 14:45:00-04:00,1800.0,564942.0944509252,NaN,NaN,NaN
6b827de8-fe47-4007-aad3-202655b954e3,2022-10-12 21:38:28-04:00,2022-10-12,00:00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2022-10-10 18:30:00-04:00,900.0,563058.9495998027,NaN,NaN,NaN
6b827de8-fe47-4007-aad3-202655b954e3,2022-10-12 21:38:28-04:00,2022-10-12,00:00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2022-10-11 18:15:00-04:00,4500.0,563058.9495998027,NaN,NaN,NaN
6b827de8-fe47-4007-aad3-202655b954e3,2022-10-11 08:55:46-04:00,2022-10-11,00:00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2022-10-09 09:30:00-04:00,900.0,574853.6924076251,NaN,NaN,NaN
6b827de8-fe47-4007-aad3-202655b954e3,2022-10-11 08:55:46-04:00,2022-10-11,00:00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2022-10-09 10:15:00-04:00,26100.0,565087.457206035,NaN,NaN,NaN
6b827de8-fe47-4007-aad3-202655b954e3,2022-10-11 08:55:46-04:00,2022-10-11,00:00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2022-10-09 17:30:00-04:00,900.0,564935.3707999978,NaN,NaN,NaN
6b827de8-fe47-4007-aad3-202655b954e3,2022-10-11 08:55:46-04:00,2022-10-11,00:00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2022-10-09 18:00:00-04:00,4500.0,560810.5684574692,NaN,NaN,NaN
14b58072-ae3b-491e-a8ca-207f0d27ccf6,2022-10-10 09:28:26-04:00,2022-10-10,00:00:00,NaN,NaN,NaN,239400.0,2022-10-06 16:00:00-04:00,0,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN
14b58072-ae3b-491e-a8ca-207f0d27ccf6,2022-10-10 09:28:26-04:00,2022-10-10,00:00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2022-10-09 10:45:00-04:00,22500.0,6778.558218248563,NaN,NaN,NaN
14b58072-ae3b-491e-a8ca-207f0d27ccf6,2022-10-10 09:28:26-04:00,2022-10-10,00:00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2022-10-09 17:15:00-04:00,16200.0,11611.61937852029,NaN,NaN,NaN
14b58072-ae3b-491e-a8ca-207f0d27ccf6,2022-10-13 08:37:20-04:00,2022-10-13,00:00:00,NaN,NaN,NaN,142200.0,2022-10-09 22:15:00-04:00,0,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN
14b58072-ae3b-491e-a8ca-207f0d27ccf6,2022-10-13 08:37:20-04:00,2022-10-13,00:00:00,NaN,NaN,NaN,18900.0,2022-10-11 15:30:00-04:00,0,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN
14b58072-ae3b-491e-a8ca-207f0d27ccf6,2022-10-13 08:37:20-04:00,2022-10-13,00:00:00,NaN,NaN,NaN,62100.0,2022-10-11 23:30:00-04:00,0,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN
14b58072-ae3b-491e-a8ca-207f0d27ccf6,2022-10-13 08:37:20-04:00,2022-10-13,00:00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2022-10-12 17:15:00-04:00,2700.0,6778.003807662483,NaN,NaN,NaN
14b58072-ae3b-491e-a8ca-207f0d27ccf6,2022-10-13 08:37:20-04:00,2022-10-13,00:00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2022-10-12 18:00:00-04:00,1800.0,7002.304190916229,NaN,NaN,NaN
14b58072-ae3b-491e-a8ca-207f0d27ccf6,2022-10-13 08:37:20-04:00,2022-10-13,00:00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2022-10-12 19:00:00-04:00,0.0,7002.304190916229,NaN,NaN,NaN
14b58072-ae3b-491e-a8ca-207f0d27ccf6,2022-10-13 08:37:20-04:00,2022-10-13,00:00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2022-10-12 20:00:00-04:00,900.0,7202.3372958409145,NaN,NaN,NaN
14b58072-ae3b-491e-a8ca-207f0d27ccf6,2022-10-13 08:37:20-04:00,2022-10-13,00:00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2022-10-11 14:15:00-04:00,900.0,7711.607487345565,NaN,NaN,NaN
14b58072-ae3b-491e-a8ca-207f0d27ccf6,2022-10-13 08:37:20-04:00,2022-10-13,00:00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2022-10-11 14:30:00-04:00,2700.0,7045.015317321463,NaN,NaN,NaN
14b58072-ae3b-491e-a8ca-207f0d27ccf6,2022-10-13 08:37:20-04:00,2022-10-13,00:00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2022-10-11 21:45:00-04:00,3600.0,42740.70701678321,NaN,NaN,NaN
14b58072-ae3b-491e-a8ca-207f0d27ccf6,2022-10-13 08:37:20-04:00,2022-10-13,00:00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2022-10-12 20:30:00-04:00,900.0,2359.2878291666734,NaN,NaN,NaN
14b58072-ae3b-491e-a8ca-207f0d27ccf6,2022-10-13 08:37:20-04:00,2022-10-13,00:00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2022-10-12 21:15:00-04:00,9900.0,13442.587142115253,NaN,NaN,NaN
14b58072-ae3b-491e-a8ca-207f0d27ccf6,2022-10-13 08:37:20-04:00,2022-10-13,00:00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2022-10-12 19:15:00-04:00,900.0,7346.662303569079,NaN,NaN,NaN
852b45ca-f506-42b2-b5bd-2b0072b1b28b,2022-10-13 11:20:31-04:00,2022-10-13,00:00:00,NaN,NaN,NaN,54000.0,2022-10-11 20:30:00-04:00,0,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN
852b45ca-f506-42b2-b5bd-2b0072b1b28b,2022-10-13 11:20:31-04:00,2022-10-13,00:00:00,NaN,NaN,NaN,4500.0,2022-10-12 20:00:00-04:00,0,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN
852b45ca-f506-42b2-b5bd-2b0072b1b28b,2022-10-13 11:20:31-04:00,2022-10-13,00:00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2022-10-12 23:00:00-04:00,900.0,6287.571300283646,NaN,NaN,NaN
852b45ca-f506-42b2-b5bd-2b0072b1b28b,2022-10-13 11:20:31-04:00,2022-10-13,00:00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2022-10-12 23:30:00-04:00,1800.0,5404.245293978355,NaN,NaN,NaN
852b45ca-f506-42b2-b5bd-2b0072b1b28b,2022-10-13 11:20:31-04:00,2022-10-13,00:00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2022-10-12 12:00:00-04:00,0.0,7472.615444417498,NaN,NaN,NaN
852b45ca-f506-42b2-b5bd-2b0072b1b28b,2022-10-13 11:20:31-04:00,2022-10-13,00:00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2022-10-12 13:00:00-04:00,23400.0,29544.761155250722,NaN,NaN,NaN
852b45ca-f506-42b2-b5bd-2b0072b1b28b,2022-10-13 11:20:31-04:00,2022-10-13,00:00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2022-10-12 12:30:00-04:00,900.0,26206.765513319046,NaN,NaN,NaN
852b45ca-f506-42b2-b5bd-2b0072b1b28b,2022-10-13 11:20:32-04:00,2022-10-13,00:00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2022-10-12 21:30:00-04:00,4500.0,6213.153456366708,NaN,NaN,NaN
38bcd1b2-f8bc-48ee-bff2-5bca24012983,2022-10-13 10:28:15-04:00,2022-10-13,00:00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,2022-10-12 09:30:00-04:00,27900.0,21488.65906655959
38bcd1b2-f8bc-48ee-bff2-5bca24012983,2022-10-13 10:28:15-04:00,2022-10-13,00:00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2022-10-12 08:00:00-04:00,900.0,608.0929252167155,NaN,NaN,NaN
38bcd1b2-f8bc-48ee-bff2-5bca24012983,2022-10-13 10:28:15-04:00,2022-10-13,00:00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2022-10-12 18:00:00-04:00,900.0,2765.665485076897,NaN,NaN,NaN
38bcd1b2-f8bc-48ee-bff2-5bca24012983,2022-10-13 10:28:15-04:00,2022-10-13,00:00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,2022-10-12 09:30:00-04:00,27900.0,21488.65906655959
3b692f4d-2f21-4869-b87f-c134c918e18f,2022-10-13 17:47:00-04:00,2022-10-13,00:00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2022-10-12 16:30:00-04:00,1800.0,3687.7403789624495,NaN,NaN,NaN
3b692f4d-2f21-4869-b87f-c134c918e18f,2022-10-13 17:47:00-04:00,2022-10-13,00:00:00,NaN,NaN,NaN,135000.0,2022-10-11 00:15:00-04:00,0,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN
3b692f4d-2f21-4869-b87f-c134c918e18f,2022-10-13 17:47:00-04:00,2022-10-13,00:00:00,NaN,NaN,NaN,2700.0,2022-10-12 14:15:00-04:00,0,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN
d11241a0-932e-4931-83ee-f3d28f66875f,2022-10-13 14:42:00-04:00,2022-10-13,00:00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2022-10-12 15:45:00-04:00,4500.0,22401.291183513717,NaN,NaN,NaN
d11241a0-932e-4931-83ee-f3d28f66875f,2022-10-13 14:42:00-04:00,2022-10-13,00:00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2022-10-12 17:15:00-04:00,3600.0,22972.85301751991,NaN,NaN,NaN
d11241a0-932e-4931-83ee-f3d28f66875f,2022-10-13 14:42:00-04:00,2022-10-13,00:00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2022-10-12 18:30:00-04:00,900.0,22835.63900824266,NaN,NaN,NaN
d11241a0-932e-4931-83ee-f3d28f66875f,2022-10-13 14:42:00-04:00,2022-10-13,00:00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2022-10-12 20:30:00-04:00,7200.0,18616.229852634602,NaN,NaN,NaN
d11241a0-932e-4931-83ee-f3d28f66875f,2022-10-13 14:42:00-04:00,2022-10-13,00:00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2022-10-12 19:15:00-04:00,1800.0,36239.69244281322,NaN,NaN,NaN
d11241a0-932e-4931-83ee-f3d28f66875f,2022-10-13 14:42:00-04:00,2022-10-13,00:00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2022-10-12 15:15:00-04:00,900.0,21339.224928077383,NaN,NaN,NaN
a01397bb-a8a5-4cd1-af6f-6ace410f125d,2022-10-12 18:22:50-04:00,2022-10-12,00:00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2022-10-11 20:30:00-04:00,900.0,12370.464690733836,NaN,NaN,NaN
a01397bb-a8a5-4cd1-af6f-6ace410f125d,2022-10-13 14:05:43-04:00,2022-10-13,00:00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2022-10-12 20:00:00-04:00,0.0,12365.177467627618,NaN,NaN,NaN
a01397bb-a8a5-4cd1-af6f-6ace410f125d,2022-10-13 14:05:43-04:00,2022-10-13,00:00:00,NaN,NaN,NaN,78300.0,2022-10-11 21:30:00-04:00,0,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN
a01397bb-a8a5-4cd1-af6f-6ace410f125d,2022-10-12 18:22:50-04:00,2022-10-12,00:00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2022-10-11 20:30:00-04:00,900.0,12370.464690733836,NaN,NaN,NaN
a01397bb-a8a5-4cd1-af6f-6ace410f125d,2022-10-13 14:05:43-04:00,2022-10-13,00:00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2022-10-12 20:30:00-04:00,0.0,737.4181868012203,NaN,NaN,NaN
a01397bb-a8a5-4cd1-af6f-6ace410f125d,2022-10-13 14:05:43-04:00,2022-10-13,00:00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2022-10-11 20:30:00-04:00,900.0,12365.177467627618,NaN,NaN,NaN
a01397bb-a8a5-4cd1-af6f-6ace410f125d,2022-10-13 14:05:43-04:00,2022-10-13,00:00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2022-10-12 20:00:00-04:00,0.0,12365.177467627618,NaN,NaN,NaN
a01397bb-a8a5-4cd1-af6f-6ace410f125d,2022-10-13 14:05:43-04:00,2022-10-13,00:00:00,NaN,NaN,NaN,78300.0,2022-10-11 21:30:00-04:00,0,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN
6d9ce034-4fcd-407e-9e35-9dd9caafe1fe,2022-10-13 08:59:52-04:00,2022-10-13,00:00:00,NaN,NaN,NaN,1800.0,2022-10-11 15:15:00-04:00,0,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN
6d9ce034-4fcd-407e-9e35-9dd9caafe1fe,2022-10-13 08:59:52-04:00,2022-10-13,00:00:00,NaN,NaN,NaN,58500.0,2022-10-11 19:30:00-04:00,0,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN
6d9ce034-4fcd-407e-9e35-9dd9caafe1fe,2022-10-12 09:23:02-04:00,2022-10-12,00:00:00,NaN,NaN,NaN,1800.0,2022-10-11 15:15:00-04:00,0,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN
1b9b62f1-095b-4819-92a0-ea8e7abee884,2022-10-13 14:20:27-04:00,2022-10-13,00:00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2022-10-12 18:00:00-04:00,1800.0,5502.139225013884,NaN,NaN,NaN
1b9b62f1-095b-4819-92a0-ea8e7abee884,2022-10-13 14:20:27-04:00,2022-10-13,00:00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2022-10-10 21:00:00-04:00,81000.0,3282.372179272531,NaN,NaN,NaN
1b9b62f1-095b-4819-92a0-ea8e7abee884,2022-10-13 14:20:27-04:00,2022-10-13,00:00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2022-10-11 19:45:00-04:00,2700.0,12484.484227445044,NaN,NaN,NaN
1b9b62f1-095b-4819-92a0-ea8e7abee884,2022-10-13 14:20:27-04:00,2022-10-13,00:00:00,NaN,NaN,NaN,81000.0,2022-10-09 22:15:00-04:00,0,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN
1b9b62f1-095b-4819-92a0-ea8e7abee884,2022-10-13 14:20:27-04:00,2022-10-13,00:00:00,NaN,NaN,NaN,73800.0,2022-10-11 21:00:00-04:00,0,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN
6b0c7ed3-b1ae-47b4-8034-c3c40dd5b29b,2022-10-12 23:35:01-04:00,2022-10-12,00:00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2022-10-12 16:45:00-04:00,2700.0,1772.3166733150013,NaN,NaN,NaN
6b0c7ed3-b1ae-47b4-8034-c3c40dd5b29b,2022-10-12 23:35:01-04:00,2022-10-12,00:00:00,NaN,NaN,NaN,85500.0,2022-10-11 16:30:00-04:00,0,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN
6b0c7ed3-b1ae-47b4-8034-c3c40dd5b29b,2022-10-14 01:23:17-04:00,2022-10-13,00:00:00,NaN,NaN,NaN,81000.0,2022-10-12 18:00:00-04:00,0,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN
6b0c7ed3-b1ae-47b4-8034-c3c40dd5b29b,2022-10-14 01:23:17-04:00,2022-10-13,00:00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2022-10-13 16:45:00-04:00,6300.0,612.8933074317991,NaN,NaN,NaN
6b0c7ed3-b1ae-47b4-8034-c3c40dd5b29b,2022-10-14 01:23:17-04:00,2022-10-13,00:00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2022-10-13 16:45:00-04:00,6300.0,612.8933074317991,NaN,NaN,NaN
d92cdaf1-cc3e-4408-bcdf-7be602cc5c3b,2022-10-13 14:41:24-04:00,2022-10-13,00:00:00,NaN,NaN,NaN,37800.0,2022-10-10 01:30:00-04:00,0,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN
d92cdaf1-cc3e-4408-bcdf-7be602cc5c3b,2022-10-13 14:41:24-04:00,2022-10-13,00:00:00,NaN,NaN,NaN,72000.0,2022-10-10 13:45:00-04:00,0,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN
d92cdaf1-cc3e-4408-bcdf-7be602cc5c3b,2022-10-13 14:41:24-04:00,2022-10-13,00:00:00,NaN,NaN,NaN,66600.0,2022-10-11 20:00:00-04:00,0,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN
4965aa0d-a7a9-4d1c-b835-3f79a29e0d39,2022-10-13 16:46:17-04:00,2022-10-13,00:00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2022-10-12 16:00:00-04:00,6300.0,340.7124048122074,NaN,NaN,NaN
4965aa0d-a7a9-4d1c-b835-3f79a29e0d39,2022-10-13 16:46:17-04:00,2022-10-13,00:00:00,NaN,NaN,NaN,74700.0,2022-10-11 19:15:00-04:00,0,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN
fa996c7b-fd1c-4cba-990a-336f4cefaeb4,2022-10-14 01:40:56-04:00,2022-10-13,00:00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2022-10-13 20:00:00-04:00,1800.0,188557.2182472834,NaN,NaN,NaN
